No,book_links,book_ids,book_titles,book_authors,book_sub_categories,book_ratings,book_rated_times,book_public_dates,book_downloads,book_pages,book_desciptions,book_images
1294,/mystery/Chinese-Dragon,1415723212,Chinese Dragon,BS Murthy,Mystery,Rating: 2,2 times,Nov 2014,548,61,"Who could have poisoned Ranjit the realtor, Shakeel the Inspector, Pravar the criminal and Natya his accomplice?
Well, the needle of suspicion tilted towards Pravar that was till he perished with his mate, but then who was the one?  
Could it be Radha under the scanner for her role in the death...",/mystery/Prey-on-the-Prowl-A-Crime-Novel
1295,/mystery/Daytime-Prayer-from-the-Office-of-the-Dead,1415653838,Daytime Prayer from the Office of the Dead,Dave Barraclough,Mystery,Rating: 4.4,5 times,Nov 2014,1285,149,When a Korean secret agent is killed in Shanghai special agent Moon is sent to investigate. He is convinced the death is accidental until he returns to Seoul and discovers a dead body in an up-market Gangnam apartment block. Moon soon finds himself embroiled in an international North Korean...,/mystery/Chinese-Dragon
1296,/mystery/MORNING-PRAYER-from-the-Office-of-the-Dead,1415377366,MORNING PRAYER from the Office of the Dead,"Brother Bernard Seif, SMC, EdD, DNM",Mystery,Rating: 4.67,3 times,Nov 2014,318,62,"Spirituality and medicine are the worlds Brother Francis and his Canadian protégé, Andre, set out to explore in the vast country of India.  They spend time in the region of the Dalai Lama, north India, then retreat to south India, and live at the innovative Christian ashram of the late...",/mystery/Daytime-Prayer-from-the-Office-of-the-Dead
1297,/mystery/Vigils-from-the-Office-of-the-Dead,1415296462,Vigils from the Office of the Dead,"Brother Bernard Seif, SMC, EdD, DNM",Mystery,Rating: 4.67,3 times,Nov 2014,626,63,"The mystery team is at it again! This time the six good friends travel to the land of mystery and intrigue--Tibet--via Nepal and Bangkok. Having started their journey, but not even out of America yet, they are drawn into a search for an ancient Dorje--a scepter-like object used during Tibetan...",/mystery/MORNING-PRAYER-from-the-Office-of-the-Dead
1298,/mystery/Office-of-the-Dead,1415281717,Office of the Dead,"Brother Bernard Seif, SMC, EdD, DNM",Mystery,Rating: 4.25,4 times,Nov 2014,350,153,"Openness to letting life unfold and, in a sense, dancing with it, usually resolves most mysteries sooner or later. It is the “later” part that is often the real challenge in life and Monastic life is no exception. The schedule of a monastery revolves around the communal prayer marking the...",/mystery/Vigils-from-the-Office-of-the-Dead
1299,/mystery/Night-Prayer-From-the-Office-of-the-Dead,1415151766,Night Prayer From the Office of the Dead,Brother Bernard Seif,Mystery,Rating: 3,2 times,Nov 2014,976,293,"A tapestry of monasticism, medicine, and murder. Woven together in the style of a contemporary Brother Cadfael adventure as seen on PBS. If you enjoy monastic murder mysteries in the spirit of the famous Brother Cadfael PBS series, you will delight in Office of the Dead. The action takes place in...",/mystery/Office-of-the-Dead
1300,/mystery/On-the-Street-Where-You-Die,1414974071,On the Street Where You Die,"Brother Bernard Seif, SMC, EdD, DNM",Mystery,Rating: 4.5,2 times,Nov 2014,399,95,"A centuries-old cycle of fear and death spans China, Europe, and America, and it falls upon the shoulders of a simple Christian monk and his companions to break that spell. Sixteenth Century France bursts into life for Twenty-first Century Brother Francis O’Neil through ancient parchments that...",/mystery/Night-Prayer-From-the-Office-of-the-Dead
1301,/mystery/Three-Little-Lies,1414965826,Three Little Lies,Al Stevens,Mystery,Rating: 4.14,14 times,Nov 2014,2437,181,"Stanley Bentworth is not all that tough. Previously a homicide cop, he drank his way out of a job and now runs a one-man private eye agency finding people who don’t want to be found. He doesn’t accept tough-guy assignments.  Calling himself a ""soft-boiled detective,"". But a recession is on...",/mystery/On-the-Street-Where-You-Die
1302,/mystery/Korean-Tiger,1414326921,Korean Tiger,Melissa Wolff,Mystery,Rating: 3.54,13 times,Nov 2014,2839,209,"It is the summer of 2012. The sky is blue, the ocean is crisp, and six young women are missing, including Madison Porter. At the disappearance of her best friend, Amber Swanson falls into a spiral of destruction. She smokes, drinks and gets caught stealing. Her parents don't know what to do with...",/mystery/Three-Little-Lies
1303,/mystery/The-Mystery-of-Deadly-Daisies,1414004090,The Mystery of Deadly Daisies,Dave Barraclough,Mystery,Rating: 4.75,4 times,Oct 2014,615,122,"Moon Han-Sang is on the brink of bankruptcy when his business partner goes missing. In the search to find him, Moon comes into contact with a mysterious Cuban sailor whose ship has been wrecked off the coast of South Korea. As his investigations into the whereabouts of his business partner deepen...",/mystery/Korean-Tiger
1304,/mystery/Norfolk-Noir,1412766887,Norfolk Noir,Steven Vagovics,Mystery,Rating: 3.5,2 times,Oct 2014,549,68,"What would you if you had a material feud with your future brother-in-law? Would you fight for your right? Would you do more than anyone else to get what you deserve? What would you do if you found out that he got murdered? Living in the 1940s by the sunny sides of Hawaii, detective Herbie Fox...",/mystery/The-Mystery-of-Deadly-Daisies
1305,/mystery/Dirty-Bird-s-Terror-Plot-part1,1412723083,Dirty Bird's Terror Plot (part1),B.S. Tivadar,Mystery,Rating: 4,6 times,Oct 2014,1563,189,"A crime and political thriller set in the early 90’s in Norfolk about people trafficking, Russian gangsters and radical Islamic terrorists. This immensely entertaining thriller starts with the discovery of a female corpse on Winterton beach. It thunders through a variety of scenes, including an...",/mystery/Norfolk-Noir
1306,/mystery/Silent-Epidemic,1412185748,Silent Epidemic,John Bobo,Mystery,Rating: 0,0 times,Oct 2014,236,225,A mentally unstable man is plagued by delusions and hallucinations. The patterns of illness make it extremely difficult for the authorities to stop a nationwide terrorist plot they fear might ensue by an eccentric man deftly skilled in the field of explosives. Indelible internet stigmas wrongly...,/mystery/Dirty-Bird-s-Terror-Plot-part1
1307,/mystery/Dead-Before-Morning-1-of-15,1411639358,Dead Before Morning #1 of 15,Jill Province,Mystery,Rating: 4.86,7 times,Oct 2014,1412,251,"Dominex Pharmaceuticals must get their new drug on the market or the company will go under. Pay offs for quick approvals won’t work this time.  The new gatekeeper at the FDA plays by the book.  To maneuver around this new obstacle, the company orchestrates a creatively deceptive plan, using 500...",/mystery/Silent-Epidemic
1308,/mystery/The-American-Jihad-Some-People-want-America-s-Future-to-Remain-Fiction,1409343648,The American Jihad: Some People want America's Future to Remain Fiction,Geraldine Evans,Mystery,Rating: 4.33,6 times,Sep 2014,3289,189,"With his superstitious Irish nature, British Detective Joe Rafferty is unsurprised that his first murder case since his promotion is a tough one. The murder victim, whom the media has dubbed 'The Faceless Lady', has no ID and has been bludgeoned beyond recognition. She also supposedly had no...",/mystery/Dead-Before-Morning-1-of-15
1309,/mystery/Rivulets-of-Blood,1408524272,Rivulets of Blood,Solomon Wright,Mystery,Rating: 1,3 times,Sep 2014,458,273,"In light of recent news in the mid-east, UK, France, and America and the Biblical prophecy, this e-book maybe dealing with your future!",/mystery/The-American-Jihad-Some-People-want-America-s-Future-to-Remain-Fiction
1310,/mystery/The-Lamp-The-Lamp-Series-Book-1,1408333595,"The Lamp (The Lamp Series, Book 1)",Christa,Mystery,Rating: 2.75,4 times,Aug 2014,1339,58,"Hard hitting and shocking - a Thriller you will not forget quickly.  The simple matter of being in the wrong place at the wrong time turns into a terrifying nightmare. A Sheriff who is past his prime, an inexperienced Deputy and a temporary one who knows all about deadly dangers.  Advertising...",/mystery/Rivulets-of-Blood
1311,/mystery/Skin,1407015231,Skin,Jason Cunningham,Mystery,Rating: 4.47,19 times,Aug 2014,3306,295,"This is Book One of the Lamp Series. THE LAMP is a fast-paced dystopian thriller. They called him Levi the Leveler because of his frightening power. A terror in the boxing ring, most of his opponents didn't make it past the first round. But after a careless decision sends him into exile for seven...",/mystery/The-Lamp-The-Lamp-Series-Book-1
1312,/mystery/Kakri-A-Birthright-Secrets-Story,1405157662,Kakri: A Birthright Secrets Story,A. J. Malone,Mystery,Rating: 4,8 times,Aug 2014,2038,147,"An ordinary family man in small town Ireland is drawn into a world of perverse crime beyond his imagination. Tattoo cults, unspeakable acts of violence and ruthless international villains threaten to tear his world apart. All he wants is for his little world to stay the same and for his family to...",/mystery/Skin
1313,/mystery/Silas-Oaktree-and-the-Fox-s-Challenge,1404616190,Silas Oaktree and the Fox's Challenge,Tiffany Cherney,Mystery,Rating: 5,1 times,Jul 2014,750,92,"Liz is set to make her mark on Segennya but there's a lot to be done and it's far from smooth sailing. It's made even more complicated when Kakri, the Goddess of Segennya decides to step in and give her own type of help. For a while it seems she's actually helping, but when Kakri inadvertently...",/mystery/Kakri-A-Birthright-Secrets-Story
1314,/mystery/Chatterton-Place-The-Inheritance,1404502426,Chatterton Place: The Inheritance,Nicholas Ballard,Mystery,Rating: 0,0 times,Jul 2014,447,122,"Things he has to deal with: 

--  A human friend who puts out cheap bird seed; --An invalid wife to take care of with eggs about to hatch.

-- An older brother addicted to illicit forest mushrooms and berries. 

-- The council of forest animals swaying under political pressure.

-- A...",/mystery/Silas-Oaktree-and-the-Fox-s-Challenge
1315,/mystery/The-Fixer-Season-1-Episode-1-SACDS,1401745398,"The Fixer:  Season 1, Episode 1 SACDS",Patricia C Garlitz,Mystery,Rating: 3.82,22 times,Jul 2014,3416,263,"After purchasing a set of china that matched her Grandmothers, Emma Chase finds her world turned up-side down by an inheritance no one knew about. The Chatterton Estate was all she had ever hoped for. 

BUT AT WHAT COST? 

Even when the living go to bed, she’s left to struggle with ghost’s...",/mystery/Chatterton-Place-The-Inheritance
1316,/mystery/The-Author,1399898327,The Author,Rex Carpenter,Mystery,Rating: 4.25,4 times,Jun 2014,1324,52,"JC Bannister calls himself a solutionist. His clients call him a fixer. His enemies, a hitman for hire. For the right price, he’ll fix your problem. But when he's asked by an old friend to kill a US Senator, the problem quickly spins out of control. 

Wanted by the LAPD, pursued by the Secret...",/mystery/The-Fixer-Season-1-Episode-1-SACDS
1317,/mystery/One-If-by-Air-Two-If-by-Sea,1396715934,"One If by Air, Two If by Sea",T. J. Blake ,Mystery,Rating: 4.19,16 times,May 2014,3928,315,"Four years after his wife and children disappeared, Ryan Milligan decides it’s time to let go of the past and move to a new home on Mulberry Lane. Ryan hoped his new house and peaceful neighborhood would help him to cope better with the pain of losing his family and to continue his search...",/mystery/The-Author
1318,/mystery/A-Season-of-Revenge,1390493055,A Season of Revenge,Pete T. Anderson,Mystery,Rating: 0,0 times,Apr 2014,1017,118,"""Anderson proves that he has an imagination, expertly blending current and future technology.  There’s plenty of fodder to entertain military enthusiasts and a slight nod to The Terminator series in the form of an assassin clone"" - Kirkus Reviews ""

The last in Anderson’s trilogy has...",/mystery/One-If-by-Air-Two-If-by-Sea
1319,/mystery/When-Nightmares-Become-Dreams,1390418339,When Nightmares Become Dreams,P. J. Dunn,Mystery,Rating: 4.2,25 times,Jan 2014,8772,184,"Description
Retired Detective Mac O’Hara returns to the St. Louis Police Department to help solve a murder, only to find out there are four bodies and about to be more. The evidence points to the implications of voodoo and black magic. But, the investigation takes on a new light, when Mac’s...",/mystery/A-Season-of-Revenge
1320,/mystery/Blind-Overlook,1389834828,Blind Overlook,Bob  Miller,Mystery,Rating: 4.41,32 times,Jan 2014,6442,497,"It seemed like Vincent, the 7th grade math teacher, was starting out the perfect life.  His students at Saint Mary's Middle school adore him and are extremely docile.  Eventually Vincent becomes bored with his perfect students and takes a pay cut to teach at a public middle school in the badlands...",/mystery/When-Nightmares-Become-Dreams
1321,/mystery/DIANE-D-the-Musical-Drama,1389573916,DIANE D (the Musical Drama),J. C. Simmons,Mystery,Rating: 4.73,11 times,Jan 2014,3468,182,"In Blind Overlook we find Leicester (pronounced ""Lester"") doing a favor for an attorney friend and taking a case far removed from aviation. It involves something he knows nothing about, the art world. A beautiful, but an enigmatic young woman who owns an art gallery in New Orleans hires him to...",/mystery/Blind-Overlook
1322,/mystery/Float-Planes-to-Steel-Elevators,1384820247,Float Planes to Steel Elevators,Doris Miller,Mystery,Rating: 1,2 times,Jan 2014,314,650,"DIANE D The Musical Drama is a musical, drama, psychological, thriller about a family owned Charity and Entertainment Organization.  This story involves 3 generations of the Diaz-Davidson family.  The family's Charity and Entertainment Organization performs shows around the country and the world...",/mystery/DIANE-D-the-Musical-Drama
1323,/mystery/Happy-Criminal-Returns,1383501281,Happy Criminal Returns,Marko Partanen,Mystery,Rating: 2,3 times,Nov 2013,670,69,We follow several upscale and lost individuals in a once happening town who've slowly and or too quickly adapted themselves and challenges come and go.  A baseball player in vacation mode gets thrust into a betting game on a South American peninsula where ideals aren't as they seem.  An abandoned...,/mystery/Float-Planes-to-Steel-Elevators
1324,/fiction/The-Speed-of-Honey,1383398962,The Speed of Honey,Jean Marian Lewis,Mystery,Rating: 3.67,3 times,Nov 2013,1544,28,Brian now calling himself Michael was a serial killer serving life in a British prison. He has managed to escape to France where he starts to kill again. Can he outwit the police or will he be apprehended and sent to a hospital for the criminal insane? ,/mystery/Happy-Criminal-Returns
1325,/mystery/The-Holiday-Killers,1382319662,The Holiday Killers,S. J. Howe,Fiction,Rating: 3.46,13 times,Nov 2013,3287,246,"Dan's charged with child murder, committed when he was five. After a failed suicide attempt in Thailand, thirteen years later, Dan Hargreeves is a successful accountant living with a beautiful partner. His life is turned upside down with the arrival of twin Thai girls. They are a product of a...",/fiction/The-Speed-of-Honey
1326,/mystery/Psychotica,1381711903,Psychotica,M. K. Staple,Mystery,Rating: 4.47,17 times,Oct 2013,4096,64,"The Holiday Killers is about two psychologically damaged, dysfunctional young men who form a bond and set out to satisfy their sick, sexual gratification by kidnapping and raping attractive young women. Strangely, they act out their evil desires around popular holidays. Hidden in their childhood...",/mystery/The-Holiday-Killers
1327,/mystery/Past-Lives,1379799350,Past Lives,Rhupert Bradford,Mystery,Rating: 3,2 times,Oct 2013,811,33,"A couple of friends get together and decide on a little trip with a friend of one of the friends to a place to promote a business proposal on a new product that's about to make it big in the market.  No one knows why they're going, just out with an invitation. ",/mystery/Psychotica
1328,/fiction/Forgiveness-or-Revenge,1379687618,Forgiveness or Revenge?,Amy Hamlet,Mystery,Rating: 3.69,13 times,Sep 2013,2849,149,"When Sofia and Brice Moran’s parents are murdered, the teenagers must return to the place they used to spend every summer as children, until that is, Sofia suffered a tragedy no girl should have to endure. Now that she is again at the place she has tried to forget, the memories of her trauma...",/mystery/Past-Lives
1329,/mystery/Devine-Intervention,1379010857,Devine Intervention,Jean Marian Lewis,Fiction,Rating: 5,5 times,Sep 2013,1343,34,"Ronnie had been abandoned by his mother, practically ignored in a Children's Home and badly bullied at school. Now a young man with hate in his heart would he go on to kill as he planned or could he ever learn to forgive?",/fiction/Forgiveness-or-Revenge
1330,/mystery/Foreclosed-A-Mitzy-Neuhaus-Mystery,1376508130,Foreclosed: A Mitzy Neuhaus Mystery,Graeme Winton,Mystery,Rating: 4.08,13 times,Sep 2013,2121,29,"Novella where DCI Steven Devine uses his position to exact revenge on bullies from his childhood. He is a cop who has used alternative methods to get to his current position. He leaves the victims beaten and unconscious and is shocked to be called to investigate their murders.
   Devine reckons...",/mystery/Devine-Intervention
1331,/mystery/Number-One-Fan,1371953978,Number One Fan,Traci Tyne Hilton,Mystery,Rating: 4.54,24 times,Aug 2013,3810,145,"Mitzy Neuhaus is the top selling Realtor in Portland, but even her office is dead in this economy. Foreclosed is the word no homeowner wants to hear and Mitzy is determined to save the incredible mansion on her street from that fate. But with the homeowner desperate to keep Mitzy away from his...",/mystery/Foreclosed-A-Mitzy-Neuhaus-Mystery
1332,/mystery/Hole-7,1368884337,Hole 7,Issa Bacsa,Mystery,Rating: 4.8,10 times,Jun 2013,3060,205,"Be careful on what you wish for…

A dream came true for Regine Sta. Maria as she debuts as a news anchor for the evening news. After the newscast, she received a bouquet of flowers and a phone call from someone who calls himself her Number One Fan.  His message: make him number one or else...",/mystery/Number-One-Fan
1333,/mystery/Mary-s-Contractions,1366231906,Mary's Contractions,Ellen Vander Heyden,Mystery,Rating: 3.75,16 times,May 2013,2742,54,"When the body of a young, aspiring golf player is found on the course, two detectives have to dig into the depths of cryptology to find their answers.",/mystery/Hole-7
1334,/mystery/Guess-What-She-Did,1364490038,Guess What She Did,Bob  Miller,Mystery,Rating: 4.33,9 times,Apr 2013,2555,196,"A new wave of fear is spreading Philadelphia. Somebody is randomly leaving bombs on people's doorstops and the authorities are left clueless as to the next target or even a possible motive. With continuous terror attacks and little to go on, nothing gets ruled out to spend time looking...",/mystery/Mary-s-Contractions
1335,/mystery/Threads-of-Regret,1363654074,Threads of Regret,Ann Rearden,Mystery,Rating: 4.65,23 times,Apr 2013,4023,97,"She's a rising star on Wall Street. He needs cash for his startup.
She has a boyfriend problem. He's recently divorced.
They could do a deal—in more ways than one. 
Too bad she's playing him.

Georgina Graham doesn't relish lying to Dr. Nate Carmichael. But if the ruse works, she'll make a...",/mystery/Guess-What-She-Did
1336,/mystery/Coke-with-a-Twist,1359568049,Coke with a Twist,Regina Russell,Mystery,Rating: 4.56,9 times,Mar 2013,2590,63,"Threads of Regret is the prequel to ""Lovely Strings,"" an epic-sized novel about seven women (all strangers to one another)  who are summoned to a cabin in a southeastern Kentucky woods for the reading of a will. They are told in the letter from the law firm that the person who died wished to...",/mystery/Threads-of-Regret
1337,/mystery/Bubbala-Biker-Scum-and-the-T-Girls,1358335947,"Bubbala, Biker Scum and the 'T' Girls",A. W. Hartoin,Mystery,Rating: 4.77,22 times,Jan 2013,3453,29,"Mercy Watts' P.I. Father has roped her into another investigation, this time to find the truth behind a young woman's attack. The case takes her from a dive bar to sorority row to the gutter, and unless she solves it fast, the case will be her last.",/mystery/Coke-with-a-Twist
1338,/mystery/Forever-a-Picker-Connor-Anthology,1352835926,Forever - a Picker/Connor Anthology,Jacky Yanovsky,Mystery,Rating: 4.4,10 times,Jan 2013,1202,84,"Nathan, a motorbike courier and Esther, his wife along with a bunch of other characters are all trying to survive in inner city London in the early part of this new century as they strive to remain at the right side of lawlessness. Written in an inimitable style Jacky Yanovsky’s book portrays a...",/mystery/Bubbala-Biker-Scum-and-the-T-Girls
1339,/mystery/The-Justice-Cooperative,1352489808,The Justice Cooperative,Scott Soloff,Mystery,Rating: 4.75,4 times,Nov 2012,1748,31,"Meet: Picker, no first name, antique dealer extraordinaire; Connor Jones, a con man with a Robin Hood complex and Penelope Kelly Ann (""Don't call me Penny"") Lane as their souls transmigrate through time and their lives become inextricably linked.

This short anthology is the prequel to the...",/mystery/Forever-a-Picker-Connor-Anthology
1340,/mystery/Dangerous-Dana,1347251301,Dangerous Dana,Joseph P. Martino,Mystery,Rating: 4.58,50 times,Nov 2012,7019,142,Attacked by a vicious criminal Tom Borden and his wife chose to testify against him. Their testimony helped put him in jail. Now he's out... and he wants revenge. The police won't help. The courts won't help. Where can they turn? The Justice Cooperative. ,/mystery/The-Justice-Cooperative
1341,/mystery/The-Dragon-Cycle,1345134025,The Dragon Cycle,Doris Miller,Mystery,Rating: 3.39,41 times,Sep 2012,4831,533,"DANGEROUS DANA is a Mystery/Suspense/Thriller about a young gorgeous Caribbean woman living in New York who gets revenge by killing people, living a secret double life as a murderer.

Dana is not the kind of person who goes around looking for trouble, but if it happens to come her way or any...",/mystery/Dangerous-Dana
1342,/mystery/The-Death-of-Amelia-Marsh-A-Sally-Nimitz-Mystery-Book-1,1344543719,The Death of Amelia Marsh: A Sally Nimitz Mystery (Book 1),S. T. Harvey,Mystery,Rating: 4.67,6 times,Aug 2012,1802,67,"An event happens on January 22 that changes the course of history forever. The two towns are destroyed, and there is one survivor, Pollock Drake, a 15 year old. He is taken into custody as a suspected terrorist. Another attack occurs during the interrogation. Drake escapes and fights to survive...",/mystery/The-Dragon-Cycle
1343,/mystery/Twice-in-a-Blue-Moon,1343558519,Twice in a Blue Moon,Mary Jo Dawson,Mystery,Rating: 4.82,101 times,Aug 2012,13559,116,"In a cozy little Midwestern town where nothing exciting ever happens, Amelia Marsh lies murdered in her own home. When Sally Nimitz discovers the body of her charming eighty-year-old neighbor, she is devastated by how close violence has come to the quiet life she leads as mother, grandmother, and...",/mystery/The-Death-of-Amelia-Marsh-A-Sally-Nimitz-Mystery-Book-1
1344,/fiction/Conspire,1342918085,Conspire,Wilf Voss,Mystery,Rating: 4.2,15 times,Jul 2012,3318,59,"The quiet existence of a sleepy country riding school is shattered when one of the staff is brutally attacked and another abducted. A secret history, lies and deceit leads to a terrifying revenge and a race against time that leads from gangland London to the wilds of Dartmoor in this fast paced...",/mystery/Twice-in-a-Blue-Moon
1345,/mystery/April-at-the-Antique-Alley,1341673018,April at the Antique Alley,Victoria Rollison,Fiction,Rating: 4.68,25 times,Jul 2012,3889,193,"Rookie journalist Alex North usually dismisses conspiracy theories as paranoia. But she can’t ignore murder and terrorism. Soon she finds herself at the heart of what seems to be the mother of all conspiracies. Not only must she prevent a false flag nuclear attack, but also expose who is behind...",/fiction/Conspire
1346,/fiction/Thuggin-in-Miami-the-Family-Is-Made-Part-1,1340413887,Thuggin in Miami (the Family Is Made : Part 1),Bill McGrath,Mystery,Rating: 4.55,58 times,Jul 2012,9226,95,"Book 4 of the Xara Smith Mysteries. All Xara wants is a few days off, and that is why she and her partner Jill are cruising around in a large rental truck doing some antique shopping. The vacation comes to a quick end when the antique store owner is found murdered. Xara helps the police solve the...",/mystery/April-at-the-Antique-Alley
1347,/fiction/Colours-In-Blackness-A-New-Life-Book-1,1330972181,Colours In Blackness - A New Life - Book #1,R. A. Robinson,Fiction,Rating: 4.78,9 times,Jun 2012,3357,429,"After the death of his father, Rich Kid takes his destructive, malicious, and loyal team of hustlers, known amongst themselves as The Family, to the next level of tagging. Using his relationships within the drug distribution realm, Richard catapults his growing empire, taking down anyone who...",/fiction/Thuggin-in-Miami-the-Family-Is-Made-Part-1
1348,/flash-fiction/The-Voices,1322073758,The Voices,Tammy Dunning,Fiction,Rating: 4.77,166 times,Mar 2012,14828,84,"COLOURS IN BLACKNESS - A New Life, Book One in a series of five. Laura is a normal 18 year old girl who's life is flipped upside down after she sees a vision of a tragedy unfold. Later that day the vision plays out exactly as she had seen it. If she were told what was to come, she would never...",/fiction/Colours-In-Blackness-A-New-Life-Book-1
1349,/mystery/Clearwater-Journals,1313713761,Clearwater Journals,Allen Cooke,Flash Fiction,Rating: 4.64,22 times,Nov 2011,2851,7,"Full Debut Novel

Corporate Banking and Mental Health meet head on in this fast paced thriller.

Harry Rowlandson, a wealthy Banking Chairman finds that his whole world is about to be turned upside down after a chance attack.

He must prove to his friends and family that he hasn't met the...",/flash-fiction/The-Voices
1350,/international/Confieso,1313681692,Confieso,Al Rennie,Mystery,Rating: 4.82,545 times,Aug 2011,66212,253,"Joe Holiday, an ex Metro cop, finds himself dragged into an investigation by Mia, an IHOP waitress. The probing they do into the murder of Mia\'s sister years earlier turns into a deadly manhunt with Joe and Mia suddenly becoming the targets of a vicious plot. ",/mystery/Clearwater-Journals
1351,/mystery/Dome-of-Death,1304917919,Dome of Death,Ramon Cerda,International,Rating: 4.57,14 times,Aug 2011,2355,157,"Best Seller con la Revista TIEMPO verano 2009

En esta novela, el protagonista es un escritor de éxito, Héctor Ramos, que decide publicar su polémica Autobiografía. En la trama se conjugan por una parte la relación de dominación dentro del matrimonio, en una situación cuasi...",/international/Confieso
1352,/mystery/Dog-Robber-Jim-Colling-Adventure-Series-Book-I,1295405990,"Dog Robber: Jim Colling Adventure Series, Book I",Rigby Taylor,Mystery,Rating: 4.15,33 times,May 2011,8924,167,"When the director of an Art Gallery in Queensland falls to his death from the central dome, his lover, Peter, unwillingly takes over the job. However, after rescuing a strange young man from a raging sea, Peters investigation of an art swindle puts him in great danger. He is raped and left for...",/mystery/Dome-of-Death
1353,/mystery/After-the-Facts-An-after-Coffman-Mystery,1295402578,After the Facts: An after Coffman Mystery ,Robert McCurdy,Mystery,Rating: 4.79,57 times,Jan 2011,10495,N/A,"In the first book of the Jim Colling Adventure Series, Private Jim Colling finds that the post-war German occupation affords opportunities for significant financial gain to a resourceful American soldier with the ability to speak the local language. When Elizabeth Hamilton, a beautiful American...",/mystery/Dog-Robber-Jim-Colling-Adventure-Series-Book-I
1354,/fiction/The-Landlord,1295292522,The Landlord,Vincent M. Lutterbie,Mystery,Rating: 4.8,328 times,Jan 2011,50850,N/A,"The town of Hustle has a new private eye, and his name is After Coffman. His first case, and After is finding it anything but business as usual. He has no client, no money, and too many suspects. In line for After's scalp are drug lords, gun runners, and the Hustle Homicide Department. Each wants...",/mystery/After-the-Facts-An-after-Coffman-Mystery
1355,/mystery/Desperate-Choices,1288368049,Desperate Choices,Ken Merrell,Fiction,Rating: 4.79,203 times,Jan 2011,50115,464,"Five young girls are dead in a small Utah community. Their long, dark hair is the only common element. Officer Rick Stacy and his K-9, Sig, are determined to stop the mayhem; but they get set-up by a powerful and dangerous man who leaves them helpless to save the next victim. Don Rodriquez has...",/fiction/The-Landlord
1356,/mystery/Wildwood,1179206297,Wildwood,Jeanette Cooper,Mystery,Rating: 4.75,727 times,Oct 2010,208594,457,"Rochelle Rathbone flirts with danger when she accidentally meets Tobias Chandler, Miami drug czar; thus, setting the stage for horrors she never knew existed until after they married. Innocent and vulnerable, she becomes his prisoner. She devises a desperate plan and successfully escapes, despite...",/mystery/Desperate-Choices
1357,/mystery/Screaming-Batfish-Blues,1183579547,Screaming Batfish Blues,Alfred B. Davis,Mystery,Rating: 4.56,9 times,Aug 2010,7820,78,"Called back from Tunoa early by his pastor, Missionary Paul Brown is plunged headlong into an ancient evil that threatens to destroy him and the Wildwood Baptist Church. Armed with his faith in his Savior, Jesus Christ, and with the help of his family and fellow church members Paul Brown races to...",/mystery/Wildwood
1358,/mystery/Hotline-to-Heaven,1174313656,Hotline to Heaven,Scott L. Anderson,Mystery,Rating: 4.08,13 times,Aug 2010,8375,N/A,"Fact is often mixed with fiction. That's also the case in this story of two men who decide to escape the drudgery of small town living in Minnesota by joining the post Vietnam-era Navy. They soon join in the flourishing drug trade, with horrifying results for both men. It's a story full of rock...",/mystery/Screaming-Batfish-Blues
1359,/mystery/Salt-on-the-Nuts,1182974448,Salt on the Nuts,Donna Cunningham,Mystery,Rating: 4.26,42 times,Aug 2010,24322,183,"This mystery chronicles the adventures of astrologer, Jillian Malone, and Tarot reader, Robert Pierce, friends who--under duress--leave New York City and move to Port Townsend, Washington, to work on a psychic hotline. In Hotline to Heaven, Jillian, who is hoping for peace of mind and romance in...",/mystery/Hotline-to-Heaven
1360,/fiction/The-Lost-Symbol-Devil-s-Bible,1282136910,The Lost Symbol - Devil's Bible,Scott L. Anderson and Anonymous,Mystery,Rating: 4.26,19 times,Aug 2010,16670,218,The call was collected and the caller was hammered on tequila and Mexican Gold. I hadn't heard from Anonymous in almost thirty years but he babbled on like we had just spoken last week. Now he wanted to write a book about his wild and insane life. How he had joined the Navy because he had been...,/mystery/Salt-on-the-Nuts
1361,/fiction/Canuck-Book-1,1281709190,Canuck - Book 1,Richard Stan Brown,Fiction,Rating: 4.1,21 times,Aug 2010,9171,62,"The German author, writer of detective stories and well known under the pseudonym Ron B. Dawn, travels to the Baltic, finally to write the story of his life. A thriller about the perfect crime. During his journey on various trains, the writer comes to know a fellow traveler, one who makes him...",/fiction/The-Lost-Symbol-Devil-s-Bible
1362,/fiction/The-Identity-Check,1280526373,The Identity Check,Geoff Wolak,Fiction,Rating: 4.67,90 times,Aug 2010,30818,302,"A simple job for a freelance agent--a ""baby-sitting"" routine. What could go wrong when the brother of a Pakistani nuclear scientist takes a simple holiday in Europe? Fast paced, dark humor, violence, and some sex. Download this FREE e-book today!",/fiction/Canuck-Book-1
1363,/mystery/The-Gift-of-Power,1276650567,The Gift of Power,Ken Merrell,Fiction,Rating: 4.67,323 times,Jul 2010,104103,479,"When a crazy, seemingly harmless old woman pilfers private information, she sets in motion a chaotic, far-reaching chain of events.  Before long, a treacherous game of identity theft unfolds that could change the country's laws forever. Download this FREE e-Book today!  

Watch the new test...",/fiction/The-Identity-Check
